description,location,true_label,type
"Sígueme en la senda del tiempo, seré tu guía en este viaje a través de mundos oscuros y de pesadilla. Toma mi mano y únete a mí en el Reino de la Noche Eterna",El País de Cucaña 🇸🇻,unknown,city
"Hermandad de la Salud, Buena Muerte & Amargura | 📳 También en Facebook, Instagram y YouTube.","El Parador, Roquetas de Mar.",Andalucía,city
"Bienvenidos a mi perfil ☺️
Diseño y edición de publicaciones impresas y multimédia 👩🏻‍💻
Gustos: Cultura japonesa (Soy akibakei)
Música: Alternative e Indie🎶",El planeta Tierra,unknown,city
Begetta Calvo,El Prat de Llobregat,Cataluña,city
"Pota blava. Filla d'El Prat i amant de L'H. Dona, periodista, mare i avia. M'agrada escriure, viatjar, llegir i compartir vivències amb amics i amigues.",El Prat de Llobregat,Cataluña,city
"Twitter oficial de Negro Cherokee · Cantante de Flamenco Pop · Disco  2019 #Vengo · http://itunes.apple.com/es/album/vengo…
Single 2020 #Seterminó",El Puerto de Santa María,Andalucía,city
,"El Puerto de Santa María, Anda",Andalucía,city
"19.

Física US


Terrorista palestino, rojo, comunista, Podemita piojoso","El Puerto de Santa María, Espa",Andalucía,city
Normal,"El Puerto de Santa María, Span",Andalucía,city
Español y Valenciano,El Puig De Santa María,unknown,city
"La medida del éxito es la felicidad y la Paz mental
IG: Sandra.sotoe","El Roble, San Nicolás de los G",unknown,city
New York-Tokio-Barcelona,El sarcasmo es un arte,unknown,city
"Somos las mujeres que no están oficialmente en posiciones de poder. O las que han llegado y están solas entre hombres, en una sociedad masculina y patriarcal.",El universo,unknown,city
"Pianista 🎹 
Pedagogía de la música CSMA📚
TAPSD♿ 18-01-2015 🐼❤️","Elche, Alicante ",Comunidad Valenciana,city
"Hasta las aves del más dulce canto, defienden la libertad con sus garras","Eloxochitlán de Flores Magón,",unknown,city
Me falta un árbol para tener un bosque,Empordà (els dos),unknown,city
ⓅⓅ #EP2014 #EuropaPirata ⓅⓅ #EP2014 #EuropaPirata,En algún rincón de Europa...,unknown,city
Periodista. Venezolano. MBA. Acuanauta. Lector. HR Business Partner. Fanático del beisbol y fútbol. Política y sarcasmo.,En alguna cola de Caracas,unknown,city
"Coleccionista frustrado! pero se hace lo mejor q se puede.
Nada es verdad, todo está permitido.",En alguna parte de Valencia,Comunidad Valenciana,city
"AL LÍO 🤞💪

AMIGOS SON LOS🥚Y SE GOLPEAN 😎🙋‍♀️",EN CASA DE SEPTIEMBRE-JUNIO,unknown,city
"Cordobesista desde los años 80. 
VOLVEREMOS!
(si mi cuenta de Twitter ha vuelto, el Córdoba CF por qué no?)",En Córdoba o en el 5° sipote,unknown,city
"soy un puto mal criado, pero cuando la situacion amerite y sea realmente importante, actuare, si no estare weando e importandome una raja el resto !!",en el inframundo,unknown,city
Perder la paciencia es perder la batalla (Gandhi). Con Chavez y Maduro hasta la victoria hoy y siempre 💯Revolucionaria 🇻🇪,EN EL LUGAR INDICADO,unknown,city
El amor es un paréntesis abierto.,En el monte y triste,unknown,city
En mí muro escribo lo que quiero!! Fuera lacras zurdas de mí bio #corta #botdeKast #FueraComunistas,En el mundo real!,unknown,city
"Soy #RESISTENCIA Mas venezolano que la arepa democrático, querer vivir en una Venezuela unidad y sin http://divisiones.Viva Venezuela",en infinito y mas alla,unknown,city
"La vida es solo una y hay que vivirla positivamente, porque el hubiera... No existe.
No sigo por seguir, sigo a quien pueda aportarme  algo positivo.",En la capital de altura.,unknown,city
"Un pensamiento con revolución es evolución

20🤠
Santiago del Estero no lo entenderías 😎",En la heladera,unknown,city
DIOS #PAU #DOME #LUIS ALFREDO #LASTE #BSC #FS49 #LASALLANO,EN LA PERLA DEL PACIFICO,unknown,city
"Pequeño yin yang mental empático, resiliente, danzante, cantarín y abrazable. Me gusta escuchar. Ciberinteresada. Legal pero no mucho. Todo un chollo.",En la playa,unknown,city
,En la tierra,unknown,city
"SIEMPRE UN ILUSO™
PERSA",En la Villa Miseria 📡,unknown,city
"Sueña en grande, planea bien, trabaja duro, sonríe siempre y los milagros empiezan a suceder...👊",En mi Campeche lindo y querido,unknown,city
"Que me perdonen los amores viejos por considerar éste como el primero. Todo en exceso es malo, excepto yo.",En un 4 de mayo del 2013,unknown,city
Democrata en pro de los mas indefensos los animales en situación de calle,En un lugar de este mundo🤗💖,unknown,city
"ORGULLOSA D SER VENEZOLANA,CARAQUEÑA VIVIENDO UN MUNDO LLENO D FANTASÍAS,ESCASEZ Y FALSEDADES,NO EL MUNDO DE MIS SUEÑOS,DONDE REINA LA PAZ,EL AMOR Y LA ARMONÍA.",En un Mundo lleno de fantasias,unknown,city
"22 años en el mundo de la comunicación. A partir de abril, en Canal 11 del Instituto Politécnico Nacional.",En vías de volver a la urbe,unknown,city
"Vàrem sofrir i vàrem lluitar, ara toca vèncer!",enlloc,unknown,city
Bicicletejant  #De n’importe où à la périphérie de l’espace naturel  #Extreme curiosity of the brain and human behavior,Entre Å i Dapaong,unknown,city
Abogado.,Entre libros y Papeles.,unknown,city
95 since. Madrid. Aficionado al futbol y al baloncesto.,error de gps,unknown,city
"Al servicio de Cristo😀🎉catequista ,voluntaria Caritas grupo sin hogar, coordinadora Servicio obispado a Mayores y enfermos SEMA Vicaria III...",España,España,city
"Bienvenido a mi más simplona cuenta de Twitter. Extremeña. Ni de unos ni de otros, nomenclaturas fuera: realista. Odio vuestras faltas de ortografía. Mucho.",España,España,city
"Als peus del Llobregat, gairebé tocant a Esparreguera, s’alça un dels principals testimonis de la història industrial de Catalunya: la Colònia Sedó.",Esparreguera,unknown,city
te llevo en mi corazon,Esperando el porvenir,unknown,city
"Cuenta oficial del programa 'Economía Para Todos', dirigido y presentado por Carmen Tomás. los sábados a las 14,00 en Esradio y 125 de Movistar.",esRadio y 125 de Movistar,unknown,city
,Estado de Coahuila de Zaragoza,unknown,city
"Comité Local de Abastecimiento y Produccion, Municipio Ezequiel Zamora, estado Monagas.","Ezequiel Zamora, estado Monaga",unknown,city
"hombre con barba, no me guardes la simiente 🌾","Facultat de Psicologia, UV",unknown,city
"Soy negro o blanco,gris no voy a ser en la vida!!! Que te llevo hasta en la piel FC Barcelona,1899

!!",FC Barcelona,Cataluña,city
"MVZ ; Esp. Nutrición Animal; Asesor Ganaderías Agroecológicas, Docente Universitario y Ex-Candidato al Concejo de Floridablanca (Stder) por LIGA. #EsTiempoDeSer","Floridablanca, Santander, Col.",unknown,city
"🇦🇷 Software Developer. Hyperbole is my method. Heroes: Jung, Nietzsche, GRRM, Borges, Esperanza Spalding, Madonna, @LaEnriquez1973, fan #1 de @cambeszkin. SNM",footsteps of a ragdoll dance,unknown,city
"🔸'Somos buenos estudiando, también en desfasar '
🔸📷@andrea36_

🔸A.💜",Fuenlabrada-Membrío,Comunidad de Madrid,city
La razón y no la emoción nos hará libre... Dios esta con nosotros.,Galaxia De Orion,unknown,city
Ciudadano preocupado por el rumbo del país,"García, Nuevo León",unknown,city
,"Gaucin, provincia de Malaga, Espana",Andalucía,city
MedStudent|UANL Jugador de @RealPurkinje #8.,"General Escobedo, Nuevo León",unknown,city
9/12/2018,General Pinto,unknown,city
"viven molestando,porque andamos encapuchados,con la gorra y ropa grande",General Pinto,unknown,city
,General Pinto,unknown,city
"Comunicadora, locutora trucha, periodista por obligación, enferma por CdHyF, mala de oficio, Docente y Dueña de Roma, viajera en curso y abandonadora de Twitter","General Roca, Cordoba",unknown,city
Barcelonina i Santfeliuenca. Actualment residint a Ginebra. Relacions Internacionals.,Geneva,unknown,city
Twitter Oficial del Grupo Ultra Naciente. Desde 1985 bregando junto a la Unión Deportiva Las Palmas.,Gran Canaria - Las Palmas de G.C.,Canarias,city
the best you ever had is just a memory 🇮🇨🌈,Gran Canaria - Madrid,Canarias,city
,Gran Canaria (España),Canarias,city
Irme para soñar con volver 🌞🌴💓🇮🇨 // ¡Ahora me acuerdo! Hemos venido a divertirnos,Gran Canaria / Madrid,Canarias,city
21💘,"Gran Canaria, España",Canarias,city
,"Gran Canaria, España",Canarias,city
"Cajera-Recepcionista en @CasinoLPA ///

#Thatter and #GBarmy member. @TakeThat and @GaryBarlow will be always an inspiration","Gran Canaria, Spain ",Canarias,city
Personal NMLS # 290644 - Cardinal Financial LP (NMLS 66247) http://www.Juan-Torres.com,"Granada Hills, Ca.",unknown,city
,"Granada Hills, California",unknown,city
"Ama lo que haces,
Haz lo que amas.","Guadalupe, Nuevo León",unknown,city
"No tengo frase mamadora para fijar, twitteame una. TW mi MA💞 •Si me sigues te sigo pero si lo dejas de hacer yo también •","Gutiérrez Zamora, Veracruz de Ignacio de la Llave",unknown,city
"Internal Medicine. Heart Failure, T2DM and CV Risk. Researcher & Runner. Coordinator Working Group of @Diabetes_SEMI @icyfaSemi @MI_Hjrj","H. JRJ, Huelva @hujuanramon",Andalucía,city
,Hala madrid,Comunidad de Madrid,city
not liking this dystopian thing... | no soy muy activo en redes porque siempre estoy durmiendo,he/him - spain,España,city
sí soy Dead Gay Gon la famosa canción de Heathers,he/him // marciano (de Murcia),Región de Murcia,city
,"Heroica Ciudad de Tlaxiaco, Oa",unknown,city
®️xx,"Ibiza, España 📍",España,city
el demonio creyéndose ángel,"Illes Balears, Espanya",Islas Baleares,city
Subdirectora de Importaciones del Ministerio del Comercio Exterior y de la Inversión Extranjera de la República de Cuba,"Infanta,#16, Esq.23, La Habana",unknown,city
"Digital Marketing Agency providing Web design, SEO, Email Marketing, Social Media marketing, Content Creation and Digital Marketing Strategy  #nyikodigital","Ireland, Spain & South Africa",España,city
solution sourcing - all needs,irelande del norte,unknown,city
Hombre de negocios. Demosociópata y Retrodoméstico fuck-checker,Islas Caimán,unknown,city
Dios en primer lugar❤,"Itacurubi De La Cordillera, Pa",unknown,city
lolo garrido,Jerez de la frontera,Andalucía,city
Vídeos de la Semana Santa de Jerez y Sevilla,Jerez de la Frontera,Andalucía,city
"Se fiel a ti mismo, SIEMPRE.",Jerez de la Frontera,Andalucía,city
"Fundada como Sociedad Ecuatoriana de Salubridad en 1957, 10 años antes que la creación del MSP del Ecuador. 
En 1980 cambió a su actual nombre.",Jeronimo Carrion y Juan León M,unknown,city
"Uomo libero, tu amerai sempre il mare! Il mare è il tuo specchio; contempli la tua anima","Jesolo, Via A. Bafile 15",unknown,city
No hace falta ninguna descripción.,"Jesus María, Córdoba",unknown,city
,Jose leon suarez,unknown,city
,Juan León Mallorquín,unknown,city
"Reggae sideral i ultraviolència.
Fight the power com a única consigna.
✊🏾✊🏼✊🏿",Kingston de Pallars,unknown,city
,"L.A. Madrid, Ireland, O.C.",Comunidad de Madrid,city
saxophone @kebyart,l'Ametlla de mar,unknown,city
,l'Antiga Esquerra de l'Eixampl,unknown,city
Insta: @alejandromarques99,"L'Eliana, España",España,city
"Chica Piink, Vida Piink 👌👌",L'Hospitalet de Llobregat,Cataluña,city
Presidenta de @fiscrabblecat i tresorera de @lhescarrascat i @scrabbleescolar... #scrabble pels descosits!,L'Hospitalet de Llobregat,Cataluña,city
Siempre dispuesto a ayudar,L'Hospitalet de Llobregat,Cataluña,city
"Mis labores, que no son pocas.",L'Hospitalet de Llobregat,Cataluña,city
Moviment d'Ensenyants de l'Hospitalet,l'Hospitalet de Llobregat,Cataluña,city
pós-graduando e cansado.,L'Hospitalet de Llobregat,Cataluña,city
live love laugh.     He /Him/His,LA,unknown,city
"Orgullosamente Santaferño, ni de derecha ni de izquierda, solo creo en la Paz, equidad inclusión y tolerancia y ante todo la democracia. 100℅ antiuribista.",La Bella Santa Fe de Bogotá,unknown,city
Medicina Veterinaria 💉❤️,La Carlota Cordoba,unknown,city
"Bostero y Riquelmista
insta:Rogepereyra💀",La Carlota Cordoba,unknown,city
ig: marticagliero 👻:mcagliero8⠀ 17. 💚,"La Carlota, Córdoba",unknown,city
,la Cellera de Ter,unknown,city
"Eslovaca de nacimiento, Mexicana por adopción, Hidrocálida por decisión y Chaira de corazón",la ciudad de la gente buena,unknown,city
"Tokufan y Gundamfag, poco más.
Discord: Raitto Farel#7152",La ciudad de los vientos,unknown,city
,La Coruña,Galicia,city
Madre de 3 hijos.  Inspectora de educación en La Coruña. Licenciada en matemáticas.,La Coruña,Galicia,city
"Buscando la verdad, cueste lo que cueste. Contraperiodismo e Historia.",La Coruña - Madrid.,Galicia,city
"Soy de Madrid, vivo en Coruña",La Coruña (ESPAÑA),Galicia,city
"Me gustan los videojuegos,el humor y la cerveza.
😎👍","La Coruña, España",Galicia,city
"Combatiente en tres de los cuatro conflictos más importantes de España en el siglo XIX.
           Actualmente luchando contra el #covid19",La distancia es lo absurdo,unknown,city
18,La Falda-Cordoba,unknown,city
"Physics is the law, everything else is a recommendation.",La Fortaleza de la Soledad,unknown,city
Inspector en Santa Lucia. Aficionado al RCD Espanyol y delegado del CP Voltregà,La Gleva,unknown,city
"Dejar el mundo entero por ti. Numantina, sanjuanera y soriana única desde 1993. RI8","La gloria de España, Soria!",Castilla y León,city
🏛 Senador por la isla de La Gomera - Agrupación Socialista Gomera.             ⁣⁣ Instagram:https://www.instagram.com/fabian_chinea/⁣,La Gomera,unknown,city
33 | Peruano 🇵🇪,"La Haya, Países Bajos",unknown,city
¿Qué se le ofrece?,LA INTERNÉ,unknown,city
Infectious diseases & genomics. Immunologist in (voluntary) exile. Faculty @scrippsresearch. Sarcasm score of 0.01. Fierce HOA (Hater of Acronyms).,"La Jolla, CA",unknown,city
📼Made in the 90's 🎞️Cinéfilo 🔮A little bit GEEK 🎙️Fan del doblaje,La La Land.,unknown,city
💛,La Línea de la Concepción,Andalucía,city
🧠🧜🏽‍♀️,"La Línea de la Concepción, España",Andalucía,city
*Lo único que me voy a llevar es lo que vivo* *Som el que fem per canviar el que som*,LA LLIBERTAT ÉS PODER ESCOLLIR,unknown,city
"Gomera de nacimiento, criada en esa bella isla. Ahora viviendo en La Laguna.","La Matanza de Acentejo, España",España,city
Prensa - Difusión - Rrpp en:  Gimenezaleok1 - News In The Music https://gimenezaleok.wordpress.com,La Paternal,unknown,city
Abogado,"La Paz, B.C.S.",unknown,city
"Budismo, plantas, herboristería",la plata,unknown,city
,La Plata,unknown,city
sdettbarn,La Plata,unknown,city
"#Pirque cerveza artesanal, hamburguesas, chorrillanas y jugos",La Puntilla de Pirque,unknown,city
"Géminis ♊
Estrella Cósmica Amarilla
Le théâtre. La danse. Le cirque
La luna, la montaña y las estrellas. Viajar y mover el cuerpito en el aire. 🍃🌙🌌",La Rioja,La Rioja,city
"De gastronomía, curiosidad, marketing, ademas de música y algún que otro libro ¡estoy rodeado! Y en la sombra @indismatic",La Rioja,La Rioja,city
Contador Público Nacional,La Rioja,La Rioja,city
Centro Nacional de Formación en Nuevas Tecnologias  - ThinkTic,La Rioja (Spain),La Rioja,city
Desmichinitrificandome,"La Rioja, España",La Rioja,city
Cuenta oficial de Cs La Rioja. Partido liberal progresista. ¿Quieres formar parte del cambio sensato? Afíliate: 941123955 sede.larioja@ciudadanos-cs.org,"La Rioja, España",La Rioja,city
Toute l'actualité chrétienne en France et dans le monde,"La Rochelle, Poitou-Charentes",unknown,city
"Canal 10 de Aster, 6pm, de L-V,  repetición a las 12PM. #ANivelConRaúlVélez Cont.809-756-9070","La Romana, RD.",unknown,city
🔥♠🐍🏈🎆🎢🍹🆔,La terreta,unknown,city
,la tierra,unknown,city
"La gente teme el cambio porque teme lo desconocido. Pero la única y mayor constante de la historia es que todo cambia.

Yuval Noah Harari",La Tierra.,unknown,city
"Periodista per la Universitat Jaume I 

Intentant no caure en el parlar sense saber. 

Avans a @epmediterraneo",La Vall d'Uixó (CS),unknown,city
"Twitter oficial de la Vall de Boí, gestionat pel Patronat de Turisme de la Vall de Boí. #onelspirineustoquenelcel #valldeboi #dondelospirineostocanelcielo",La Vall de Boí,unknown,city
"20th. Amo el fútbol, el mejor @cristiano,estudiante Ing. Informática,       El Tiempo de Dios es Perfecto, #HalaMadridYNadaMás, Eat, Sleep, Conquer, Repeat",La Victoria-edo Aragua,unknown,city
23. HINCHA DE BOCA 💙💛💙. Profesorado de Ed. Física -Canceriana🦀. a(mar)🌊♥️,LaFalda - Córdoba,unknown,city
Influencer de salchichas alemanas,"Lanús, ciudad y ghetto",unknown,city
Juego cosas y os cuento lo que me parecen intentando analizarlas de forma cruda y sin medias tintas. Piñun piñun pañun pañun. http://twitch.tv/shatnoesgamer,"Lardero, (La Rioja) España",La Rioja,city
"Vamos a reconstruir Chile.
con trabajo y amor a la patria.
amante de la Naturaleza y el Deporte..Y YO RECHAZO....",Las Condes .. Santiago,unknown,city
Stanneo a la Arveja Army porque puedo y porque quiero,Las Manos de Perón,unknown,city
sonríe y haz sonreir!!,Las palmas,Canarias,city
"Chef. Detrás de los sueños, siempre.",Las palmas,Canarias,city
,las palmas,Canarias,city
"Padre. Marido. Médico digestivo en hospital insular. Pasión por la Endoscopia, la UD Las Palmas y los viajes en 👨‍👩‍👦",Las Palmas de G.C,Canarias,city
"Ingeniera en Informática, consumidora compulsiva de información y cocinera aficionada",Las Palmas de Gran Canaria,Canarias,city
"👩🏼‍🎓 Periodismo👩🏼‍🎓
 
✈️Binter Canarias ✈️",Las Palmas de Gran Canaria,Canarias,city
💎☄🌹,"Las Palmas de Gran Canaria, Es",Canarias,city
"Cuenta de apoyo a @anaguerra y @anaguerracfo en Canarias

      
            IG: @anaguerracanarias","Las Palmas de Gran Canaria, Es",Canarias,city
all you need is Love.,"Las Palmas de Gran Canaria, Es",Canarias,city
"Ser buena gente,es provecho de los malos o 🦊,cuesta asimilarlo,pero cuando estés al dia,llegarás a donde nadie a llegado.","Las Palmas de Gran Canaria, Es",Canarias,city
Speak your truth even if your voice shakes. Live your truth even if your body breaks. Spirit survives.,"Las Palmas de Gran Canaria, Es",Canarias,city
Enfermería- ULPGC💉,"Las Palmas de Gran Canaria, Es",Canarias,city
Loca por devoción. Chiflada controlada sin medicar. Canaria como el clipper y el ron arehucas.,"Las Palmas de Gran Canaria, Es",Canarias,city
,"Las Palmas de Gran Canaria, España",Canarias,city
"Licenciado en Derecho, abogado en ejercicio, colegiado 4.732 del Colegio de Las Palmas.","Las Palmas de Gran Canaria, España",Canarias,city
"We are proud to serve a wide range of Old Fashioned Homemade Cuisine including Vegetarian & Vegan, Gluten & Lactose Free with leaving anyone's preferences!","Las Palmas de Gran Canaria, Spain",Canarias,city
"🎮Hey baby, Kiss the Goat 🕹️

Próximo Bohemio en Valencia, apasionado de los videojuegos y pelis pero también escribo en:🍒http://orgullogamers.com 🍒",Las Palmas hasta nuevo aviso,Canarias,city
"19 años,
Bokkkkee 💙💛💙","Laspiur, Córdoba",unknown,city
#Escritora de novelas cursis🙃Todas disponibles en #Amazon😉#URPS #SMA #ElSecuestrador #ShadesAndLights I❤️#IbrahimÇelikkol #BSB 🎵#Alborán 🎶🇵🇪,Lejos de Ti,unknown,city
,leon gto,unknown,city
a daydream dressed as a nightmare 💀 . Adicto a la vida.      in love with my chaneque 👫,León gto,unknown,city
"sonidista( no sonidero🙈🙈) jalacables,picabotones, y no. No le subo al monitor!!🤘🏻🤘🏻",leon gto.,unknown,city
"A veces no estoy bien, pero sonrió.",Leon Puente Castro,unknown,city
"Nacido para ver deportes y escuchar buena musica, Chivas, 49ers, Oasis, preguntame lo que quieras de deportes  #CaposRojiblancos","Leon, Gto",unknown,city
Licenciado en derecho,"León,gto.Mexico",unknown,city
"Complex Esportiu Municipal Les Franqueses. Fitness, Activitats Aquátiques, Solarium, Pàdel, Sauna...",Les Franqueses del Vallés,unknown,city
Facebook: Abdiel hernandez,linares N.L,unknown,city
"Som el servei d'#empresa i #ocupació de la Vall del Tenes, especialitzat en gestió de RRHH, #formació, desenvolupament i orientació professional.",Lliçà d'Amunt,unknown,city
,Lloret de Mar,unknown,city
El mayor secreto para la felicidad es estar bien consigo mismo.,Lloret de Mar,unknown,city
"Twitter del Club Ciclista Lloret. Ciclisme, triatló i muntanyisme. Sempre en moviment!","Lloret de Vistalegre, Mallorca",Islas Baleares,city
Cuenta fake. Hablo de #MotionGraphic #LosPlanetas #Rol #Audiovisual #Lorca #Nosolorol #CineMiguelako #GenXGames #ValDelOmar. Un día tendré una banda.,Lo Granaino que tiene Madrid.,Comunidad de Madrid,city
"Travel Journalist. @LonelyPlanet @TelegraphTravel @inkglobal & more. Australian/English, Spanish at heart. Beach girl, vegetarian. Instagram: @isabellamnoble",London - Spain,España,city
Guest Speaker| Career & College Readiness|Programs for All students|National Partnerships|Literacy|CTE,Los Angeles,unknown,city
TMG Toffler Music Group LLC \\_ Scienze Sociali e Studi Strategici //_ here for vacation.,"Los Angeles, CA",unknown,city
"Future #LVN! The journey starts at @LBCityCollege.
Spring 2020 #nurses #LVN #LPN","Los Angeles, CA",unknown,city
Good news from a left wing perspective,"Los Angeles, CA",unknown,city
The real voyage of discovery consists not in seeking new lands but seeing with new eyes.#MarcelProust RT=Interesting,"Los Angeles, CA",unknown,city
"Fact checking misinformation @GetRepustar | Past: @PeteButtigieg in NH/NC, @USC_CCLP, @latimes’ @hsinsider & @smdailypress","Los Angeles, CA",unknown,city
,"Los Barrios, Cadiz ",Andalucía,city
The Official Twitter of Irving Leonardo Gastélum Fierro. https://t.co/wy7hm671ta https://t.co/wjNRf1p7oo https://t.co/KkQZzQCh2c,"Los Mochis, Sinaloa",unknown,city
"Un municipio encantador situado en el noroeste de la isla de Tenerife, donde podrás disfrutar de la naturaleza y de un buen clima. ¡Visítanos! - Visit us! 🐳🌴","Los Silos, Tenerife, España",Canarias,city
"Prof of Law & Sayre MacNeil Fellow. Follow fed tax law & policy, nutrition, public health.","Loyola Law School Los Angeles, LMU",unknown,city
🐉🐉🐉,"Lugo, España/ Gijón, España",Galicia,city
Psicólogo Especialista en Psicólogia Clínica. Presidente Instituto Europeo de Psicoterapia de Tiempo Limitado.,MADRID - BILBAO,Comunidad de Madrid,city
Persona algorítmica autoprogramable. Periodista y hacedor de historias. También Abogado. Siempre aprendiendo de todo y de todos. Me gusta la cecina y el Teatro.,Madrid - Santander - Mundo,Comunidad de Madrid,city
"Historia, Latín y Religión. Laica. Espiritualidad ignaciana. San Pedro Poveda. 1673:  localizado el Negrevernis más antiguo de mi familia (sigo buscando).",Madrid (España),Comunidad de Madrid,city
PhD student in the Spanish National Research Council. Feminist. Living between 21st century and Islamic Middle Ages. Pejiguera y botarate.,Madrid / Albacete / Al-Andalus,Comunidad de Madrid,city
"Español, Cordobés y Mostoleño. 🇪🇸. Peñero y Cofrade. ATLÉTICO DE MADRID & CÓRDOBA C.F. Taurino 🐂.",Madrid / Córdoba / Navaluenga,Comunidad de Madrid,city
,MADRID ↔️ GALICIA,Comunidad de Madrid,city
"Español, de Cuenca, ea.",Madrid Cuenca Alicante,Comunidad de Madrid,city
Twitter oficial de la Unión de Actores y Actrices (España).,Madrid y Sevilla,Comunidad de Madrid,city
Periodista. Colaboro en medioambiente para la @larazon_es. Pasé por @elpais_cultura ☯,Madrid. Almansa. Segovia.,Comunidad de Madrid,city
"Economía, ahorro, inversión, temas inmobiliarios",Madrid/Barcelona,Comunidad de Madrid,city
"Desde Murcia con amor, socialdemócrata de los de toda la vida.",Madrileño residente en Murcia,Región de Murcia,city
"Cultura y territorio. Artes en vivo. 
Proyectos transformadores entre arte, pedagogía y sociedad.",Málaga/Madrid.,Andalucía,city
"Qᥙᥱ sᥱᥲ ᥱtᥱrᥒo todo ᥲqᥙᥱᥣᥣo qᥙᥱ ᥒos hᥲgᥲ bιᥱᥒ.
💙👫😍",Malanzan-La Rioja,La Rioja,city
✌🏼🤡✌🏼Hi welcome to Lottie’s ✌🏼🤠✌🏼,Mallorca - Salamanca,Islas Baleares,city
Aprende leyendo http://amazon.es/dp/1793363730/… Canal gratuito http://t.me/leerantesdeapostar,Mallorca-Valladolid-Madrid,Islas Baleares,city
No vayas más rápido de lo que tu ángel de la guarda pueda volar,"Mallorca, España",Islas Baleares,city
"Préstec i lloguer solidari i temporal de tot tipus de material ortopèdic (cadires de rodes, crosses, llits, caminadors,...) que podem oferir gràcies a donacions",Manuel Sanchis Guarner 14-16,unknown,city
Gerente Distrito Megalabs Venezuela,"Maracaibo, San Francisco",unknown,city
"Espírita, Oficial da Marinha do Brasil, reformado, Eng. Eletrônico, MSc e DS em process. digital de sinais e acústica submarina","Maracanã, Rio de Janeiro, RJ",unknown,city
Coreografo - Diseñador Grafico - Whatsapp  +5804168386768 - Instagram @rafa3lcastillo Maracay & Apure I love Venezuela social media digital,Maracay - San Juan de Payara,unknown,city
Donne moi un ptn de filets o fish,"Marbella,Phuket",Andalucía,city
☘️🐚,Menorca | Barcelona,Cataluña,city
"There comes a time when you have to stop crossing oceans for people who wouldn't even jump puddles for you. 
NJHG.
25/05/13
Turismo en la Uex 🌍✈",Mérida acho ✌,unknown,city
,Merida Yucatan,unknown,city
News now!!!!!,merida Yucatán,unknown,city
No Soy Perfecto Pero AMO A MI FAMILIA Y Mi Éxito Se Escribe En 4 Letras DIOS Se Que Gracias A El Tengo Lo Que Tengo Y Le Voy Al Mejor Equipo  @ClubAmerica,Mérida Yucatan,unknown,city
"Fanatico del futbol,seguidor de Vela y de Don Chicharo, Americanista de corazón,además de prof universitario jubilado con 2 maistrias nacionales y empresario",Mérida Yucatán,unknown,city
"Discreto y respetuoso, lengua entrenada para dar placer, el trato es pasarla bien; 40's",Mérida Yucatán,unknown,city
,Mérida Yucatán,unknown,city
,"Merida, Yuc.",unknown,city
"Si se trata de caramelos de miel y de su buen sabor disfrutar, prueba los de Gilberth Basulto Triay, porque como los de él; no hay. Dulcimiel.","Mérida, Yuc.",unknown,city
Cuenta Oficial de Televisa Yucatan,"Merida, Yucatan",unknown,city
tu diosaa,"Merida, Yucatan",unknown,city
"Twiteo luego pienso, luego me arrepiento, luego ya valio madre","Merida, Yucatán",unknown,city
24.♥.,"Mérida, Yucatan",unknown,city
,"Mérida, Yucatán",unknown,city
fan de los erizos y amante de la coca cola,"Mérida, Yucatán",unknown,city
Be strong enough to let go and wise enough to wait for what you deserve.,"Mérida, Yucatán",unknown,city
Te enseñaré que el amor si existe ❤️,"Mérida, Yucatán",unknown,city
HOSEOK BIAS.,"Mérida, Yucatán",unknown,city
nueva cuenta,"Mérida, Yucatán",unknown,city
"Dad, Real Estate Broker at Merida, Yucatan, Attorney at law, entrepreneur. Check out @Squarecapitalmx","Mérida, Yucatán",unknown,city
"Soy feliz por desición, valiente por convicción, dulce de nacimiento. Enamorada de los humanos, fan de la luna y las historias irreales.","Mérida, Yucatán",unknown,city
"¹⁸ ʸᵉᵃʳˢ Si piensas que me conoces,piensa otra vez.","Mérida, Yucatán",unknown,city
Hecha de plástico fino                                         Twitter solo se usa para ser shady,"Mérida, Yucatán",unknown,city
Probablemente seas producto de mi imaginación,"Mérida, Yucatán",unknown,city
"Paranoico, odioso y cobarde 🙃","Mérida, Yucatán",unknown,city
"Soy chilango en tierras Mayas. PET LOVER. Me gusta la historia, los sabores picantes, el cine, los deportes, los libros y las estrellas.","Mérida, Yucatán",unknown,city
Sígueme y.... Seguro te vas a perder!,"Mérida, Yucatán",unknown,city
Ingeniero Civil.,"Mérida, Yucatán",unknown,city
"volveré a brillar, denme un rato","Mérida, Yucatán",unknown,city
"Antropóloga, vegana en formación, bike commuter y corredora aficionada, mamá de dos peludas. Hablo español, inglés y sarcasmo.","Mérida, Yucatán",unknown,city
";)🇲🇽
Ausarmis2neuronas","Mérida, Yucatán",unknown,city
.,"Mérida, Yucatán",unknown,city
"Soy Mexicana, docente, defensora de mis ideales, responsable y muy persistente.
Me gusta capturar e inmortalizar momentos y personas a través de la fotografía.","Mérida, Yucatán",unknown,city
"🔞Advertencia:🔞

El contenido de este sitio es para mayores de 18 años, y las fotos y videos compartidos son de usuarios mayores de edad.
🔊🔁","Mérida, Yucatán",unknown,city
